"name"	"SN2005BF"
"photometry"	"MJD"	"53493.14"	"V"	""	"16.56"	"0.04"	"0"
"photometry"	"MJD"	"53493.14"	"r"	""	"16.54"	"0.04"	"0"
"photometry"	"MJD"	"53493.14"	"i"	""	"16.68"	"0.08"	"0"
"photometry"	"MJD"	"53494.15"	"U"	""	"16.45"	"0.06"	"0"
"photometry"	"MJD"	"53494.15"	"B"	""	"16.80"	"0.05"	"0"
"photometry"	"MJD"	"53494.15"	"V"	""	"16.53"	"0.04"	"0"
"photometry"	"MJD"	"53494.15"	"r"	""	"16.51"	"0.04"	"0"
"photometry"	"MJD"	"53494.15"	"i"	""	"16.64"	"0.08"	"0"
"photometry"	"MJD"	"53495.14"	"U"	""	"16.51"	"0.06"	"0"
"photometry"	"MJD"	"53495.14"	"B"	""	"16.76"	"0.05"	"0"
"photometry"	"MJD"	"53495.14"	"V"	""	"16.50"	"0.05"	"0"
"photometry"	"MJD"	"53495.14"	"r"	""	"16.47"	"0.04"	"0"
"photometry"	"MJD"	"53495.14"	"i"	""	"16.50"	"0.10"	"0"
"photometry"	"MJD"	"53496.13"	"U"	""	"16.36"	"0.06"	"0"
"photometry"	"MJD"	"53496.13"	"B"	""	"16.78"	"0.05"	"0"
"photometry"	"MJD"	"53496.13"	"V"	""	"16.47"	"0.04"	"0"
"photometry"	"MJD"	"53496.13"	"r"	""	"16.45"	"0.04"	"0"
"photometry"	"MJD"	"53496.13"	"i"	""	"16.56"	"0.08"	"0"
"photometry"	"MJD"	"53497.15"	"U"	""	"16.33"	"0.06"	"0"
"photometry"	"MJD"	"53497.15"	"B"	""	"16.75"	"0.05"	"0"
"photometry"	"MJD"	"53497.15"	"V"	""	"16.45"	"0.04"	"0"
"photometry"	"MJD"	"53497.15"	"r"	""	"16.43"	"0.04"	"0"
"photometry"	"MJD"	"53497.15"	"i"	""	"16.53"	"0.08"	"0"
"photometry"	"MJD"	"53498.14"	"U"	""	"16.32"	"0.06"	"0"
"photometry"	"MJD"	"53498.14"	"B"	""	"16.73"	"0.04"	"0"
"photometry"	"MJD"	"53498.14"	"V"	""	"16.45"	"0.04"	"0"
"photometry"	"MJD"	"53498.14"	"r"	""	"16.43"	"0.04"	"0"
"photometry"	"MJD"	"53498.14"	"i"	""	"16.50"	"0.08"	"0"
"photometry"	"MJD"	"53499.13"	"U"	""	"16.32"	"0.06"	"0"
"photometry"	"MJD"	"53499.13"	"B"	""	"16.75"	"0.04"	"0"
"photometry"	"MJD"	"53499.13"	"V"	""	"16.45"	"0.04"	"0"
"photometry"	"MJD"	"53499.13"	"r"	""	"16.42"	"0.04"	"0"
"photometry"	"MJD"	"53499.13"	"i"	""	"16.50"	"0.08"	"0"
"photometry"	"MJD"	"53501.16"	"U"	""	"16.46"	"0.07"	"0"
"photometry"	"MJD"	"53501.16"	"B"	""	"16.84"	"0.06"	"0"
"photometry"	"MJD"	"53501.16"	"V"	""	"16.54"	"0.06"	"0"
"photometry"	"MJD"	"53501.16"	"r"	""	"16.47"	"0.06"	"0"
"photometry"	"MJD"	"53501.16"	"i"	""	"16.45"	"0.08"	"0"
"photometry"	"MJD"	"53502.18"	"U"	""	"16.53"	"0.06"	"0"
"photometry"	"MJD"	"53502.18"	"B"	""	"16.89"	"0.05"	"0"
"photometry"	"MJD"	"53502.18"	"V"	""	"16.49"	"0.04"	"0"
"photometry"	"MJD"	"53502.18"	"r"	""	"16.46"	"0.04"	"0"
"photometry"	"MJD"	"53502.18"	"i"	""	"16.46"	"0.08"	"0"
"photometry"	"MJD"	"53503.18"	"U"	""	"16.59"	"0.07"	"0"
"photometry"	"MJD"	"53503.18"	"B"	""	"16.89"	"0.05"	"0"
"photometry"	"MJD"	"53503.18"	"V"	""	"16.52"	"0.04"	"0"
"photometry"	"MJD"	"53503.18"	"r"	""	"16.43"	"0.04"	"0"
"photometry"	"MJD"	"53503.18"	"i"	""	"16.44"	"0.08"	"0"
"photometry"	"MJD"	"53509.16"	"U"	""	"17.08"	"0.12"	"0"
"photometry"	"MJD"	"53509.16"	"B"	""	"17.30"	"0.08"	"0"
"photometry"	"MJD"	"53509.16"	"V"	""	"16.67"	"0.05"	"0"
"photometry"	"MJD"	"53509.16"	"r"	""	"16.49"	"0.05"	"0"
"photometry"	"MJD"	"53509.16"	"i"	""	"16.52"	"0.09"	"0"
"photometry"	"MJD"	"53510.15"	"U"	""	"17.09"	"0.15"	"0"
"photometry"	"MJD"	"53510.15"	"B"	""	"17.20"	"0.06"	"0"
"photometry"	"MJD"	"53510.15"	"V"	""	"16.76"	"0.05"	"0"
"photometry"	"MJD"	"53510.15"	"r"	""	"16.60"	"0.04"	"0"
"photometry"	"MJD"	"53510.15"	"i"	""	"16.49"	"0.08"	"0"
"photometry"	"MJD"	"53511.15"	"U"	""	"17.12"	"0.23"	"0"
"photometry"	"MJD"	"53511.15"	"B"	""	"17.62"	"0.12"	"0"
"photometry"	"MJD"	"53511.15"	"V"	""	"16.77"	"0.06"	"0"
"photometry"	"MJD"	"53511.15"	"r"	""	"16.63"	"0.05"	"0"
"photometry"	"MJD"	"53511.15"	"i"	""	"16.53"	"0.09"	"0"
"photometry"	"MJD"	"53512.15"	"U"	""	"17.42"	"0.25"	"0"
"photometry"	"MJD"	"53512.15"	"B"	""	"17.46"	"0.10"	"0"
"photometry"	"MJD"	"53512.15"	"V"	""	"16.88"	"0.05"	"0"
"photometry"	"MJD"	"53512.15"	"r"	""	"16.65"	"0.05"	"0"
"photometry"	"MJD"	"53512.15"	"i"	""	"16.59"	"0.09"	"0"
"photometry"	"MJD"	"53513.16"	"U"	""	"17.43"	"0.45"	"0"
"photometry"	"MJD"	"53513.16"	"B"	""	"17.65"	"0.18"	"0"
"photometry"	"MJD"	"53513.16"	"V"	""	"16.90"	"0.07"	"0"
"photometry"	"MJD"	"53513.16"	"r"	""	"16.67"	"0.05"	"0"
"photometry"	"MJD"	"53513.16"	"i"	""	"16.54"	"0.09"	"0"
"photometry"	"MJD"	"53516.16"	"U"	""	"17.92"	"0.10"	"0"
"photometry"	"MJD"	"53516.16"	"B"	""	"17.90"	"0.05"	"0"
"photometry"	"MJD"	"53516.16"	"V"	""	"17.10"	"0.05"	"0"
"photometry"	"MJD"	"53516.16"	"r"	""	"16.81"	"0.04"	"0"
"photometry"	"MJD"	"53516.16"	"i"	""	"16.70"	"0.08"	"0"
"photometry"	"MJD"	"53522.16"	"U"	""	"18.13"	"0.33"	"0"
"photometry"	"MJD"	"53522.16"	"B"	""	"18.52"	"0.10"	"0"
"photometry"	"MJD"	"53522.16"	"V"	""	"17.50"	"0.16"	"0"
"photometry"	"MJD"	"53522.16"	"r"	""	"17.17"	"0.05"	"0"
"photometry"	"MJD"	"53522.16"	"i"	""	"17.06"	"0.18"	"0"
"photometry"	"MJD"	"53524.14"	"U"	""	"18.72"	"0.18"	"0"
"photometry"	"MJD"	"53524.14"	"B"	""	"18.70"	"0.08"	"0"
"photometry"	"MJD"	"53524.14"	"V"	""	"17.70"	"0.05"	"0"
"photometry"	"MJD"	"53524.14"	"r"	""	"17.34"	"0.05"	"0"
"photometry"	"MJD"	"53524.14"	"i"	""	"17.20"	"0.09"	"0"
"photometry"	"MJD"	"53526.15"	"U"	""	"19.40"	"0.44"	"0"
"photometry"	"MJD"	"53526.15"	"B"	""	"19.01"	"0.09"	"0"
"photometry"	"MJD"	"53526.15"	"V"	""	"17.86"	"0.05"	"0"
"photometry"	"MJD"	"53526.15"	"r"	""	"17.42"	"0.04"	"0"
"photometry"	"MJD"	"53526.15"	"i"	""	"17.28"	"0.09"	"0"
